弥生;あと少し..あと少しで彩の所に..;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;tonneru;;;
;その時だった、後方から悲鳴が上がった;nasi;nasi;nasi;nasi;nasi;tonneru;;;
千遥;雪乃ちゃん！！！！！！！！;yukino_off;kaede_off;yayoi_off;tiharu;sipses_off;tonneru;;;
雪乃;シプセス..たん..？;yukino;kaede_off;yayoi_off;tiharu_off;sipses_off;tonneru;;;
;振り向くと雪乃が倒れていた;nasi;nasi;nasi;nasi;nasi;tonneru;;;
;なんで..なんであなたが...;nasi;nasi;nasi;nasi;nasi;tonneru;;;
;楓が声を上げた;nasi;nasi;nasi;nasi;nasi;tonneru;;;
楓;なんでシプセスちゃんが！！<br>なんでなん！？;yukino_off;kaede;yayoi_off;tiharu_off;sipses_off;tonneru;;;
弥生;細菌に取り込まれたの？;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;tonneru;;;
弥生;なにやってんの！シプセス！！！;yukino_off;kaede_off;yayoi;tiharu_off;sipses_off;tonneru;;;
シプセス;フフ、ごめんなさい<br>あなた達も死んでもらうわ;yukino_off;kaede_off;yayoi_off;tiharu_off;sipses;tonneru;;;