雪乃;やったね;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;お疲れ様なのです;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
ボス菌;そうか、奴を倒したか;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;orchestral_mission;;
雪乃;あれっ...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
;戦い後に気を抜いた一瞬の出来事だった;nasi;nasi;nasi;nasi;nasi;red;;;
;私の身体を何かが貫いた;nasi;nasi;nasi;nasi;nasi;red;;;
ボス菌;だが、まだまだだな;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;なん...で...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
楓;雪乃ちゃん！;yayoi_off;kaede;nasi;yukino_off;tiharu_off;siro_2;;;
;腹部を抱えている私に楓先輩がやってくる;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;しかし....;nasi;nasi;nasi;nasi;nasi;siro_2;;;
ボス菌;そうはさせん;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
楓;えっ！？;yayoi_off;kaede;nasi;yukino_off;tiharu_off;siro_2;;;
;楓先輩、千遥、弥生の元に細菌が出現した;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;取り残された私の元に更なる攻撃が繰り出される;nasi;nasi;nasi;nasi;nasi;siro_2;;;
雪乃;きゃああっ！！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
弥生;雪乃っ！くそっ邪魔だ！;yayoi;kaede_off;nasi;yukino_off;tiharu_off;siro_2;;;
;皆は細菌の相手で手一杯だ;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;こいつは私が倒さなきゃ...;nasi;nasi;nasi;nasi;nasi;siro_2;;;
ボス菌;どうした。その程度か！<br>こんなんで彩を助けるだあ？笑わせてくれるっ！<be>それに、ただ足止めのために幻覚を見せたとでも思っているのか？;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;えっ;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
ボス菌;あれは正真正銘、彼の気持ちだ。;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;本当の...気持ち...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
ボス菌;...どうだ？痛いだろう？;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;ううっ;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
;ボス菌の攻撃は止まらない;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;容赦なく攻撃を繰り出してくる;nasi;nasi;nasi;nasi;nasi;siro_2;;;
ボス菌;彼はこれ以上の苦しみを背負っているんだ。<br>お前も味わうといい;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;うわあああああ！！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
ボス菌;もう立ち上がるな。<br>すぐに楽にしてやる;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
楓;雪乃ちゃん！;yayoi_off;kaede;nasi;yukino_off;tiharu_off;siro_2;;;
;身体中が痛い;nasi;nasi;nasi;nasi;nasi;black;;;
;私、何やってるんだろう;nasi;nasi;nasi;nasi;nasi;black;;;
;助けるだなんて言っておいて結局何もできずに;nasi;nasi;nasi;nasi;nasi;black;;;
;彩を苦しめていただけだったなんて;nasi;nasi;nasi;nasi;nasi;black;;;
;彼が死を望んでいるならば;nasi;nasi;nasi;nasi;nasi;black;;;
;いっそ私もこのまま死んでしまおうか...;nasi;nasi;nasi;nasi;nasi;black;;;
;彩　side;nasi;nasi;nasi;nasi;nasi;;;;
;また目が覚めた;nasi;nasi;nasi;nasi;nasi;black;星の破線;;
;俺はどうなってしまったのだろうか;nasi;nasi;nasi;nasi;nasi;black;;;
;激痛によってまだ生きているのだと実感する;nasi;nasi;nasi;nasi;nasi;black;;;
;もうすぐ死ぬんだろうな;nasi;nasi;nasi;nasi;nasi;black;;;
;もう生きる気力など残っていない;nasi;nasi;nasi;nasi;nasi;black;;;
？？？;彩っ！;nasi;nasi;nasi;nasi;nasi;black;;;
;誰かの声が聞こえた;nasi;nasi;nasi;nasi;nasi;black;;;
;聞き覚えのある優しい声;nasi;nasi;nasi;nasi;nasi;black;;;
雪乃;絶対...死なないでよ...信じてるから;nasi;nasi;nasi;nasi;nasi;black;;;
彩;雪乃...?;nasi;nasi;nasi;nasi;nasi;black;;;
;そうか、まだ死ぬわけにはいけないんだ;nasi;nasi;nasi;nasi;nasi;black;;;
;もうちょっとだけあがいてみよう;nasi;nasi;nasi;nasi;nasi;black;;;
;そう思った;nasi;nasi;nasi;nasi;nasi;black;;;
;雪乃 side;nasi;nasi;nasi;nasi;nasi;;;;
;あの病院での彩の言葉...;nasi;nasi;nasi;nasi;nasi;hospital2;手紙のさよなら;;
彩;雪乃...ごめん...;nasi;nasi;nasi;nasi;nasi;hospital2;;;
彩;俺はもう助からないって分かってるんだ;nasi;nasi;nasi;nasi;nasi;hospital2;;;
彩;でも…もし、まだ生きられるなら…;nasi;nasi;nasi;nasi;nasi;hospital2;;;
彩;お前と一緒にいたいな;nasi;nasi;nasi;nasi;nasi;hospital2;;;
;…違う、そうじゃない;nasi;nasi;nasi;nasi;nasi;black;;;
;あの彩の言葉が本当ならば、私は…;nasi;nasi;nasi;nasi;nasi;black;;;
雪乃;まだ…まだだよ！！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;massive_damage;;
ボス菌;しつこい奴だな<br>まだ分からんというのか;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;私って馬鹿だから、どうすればいいのかは考えても分からない。;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
雪乃;でも、私！あの彩の言葉信じてるから！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
雪乃;だからまだ終わるわけにはいかないよ！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
弥生;やっぱりその方が雪乃らしいよ;yayoi;kaede_off;nasi;yukino_off;tiharu_off;siro_2;;;
千遥;こっちも早く片づけなきゃだねっ;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
楓;こっちは任せてね！;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;...行くよっ！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;